,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,title,title_detail,link,links,author,authors,published,published_parsed,tags,id,guidislink,summary,source,appids,title_summary,nouns,date_str
125,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,10.0,,,,"Crypto Miners Are Dumping Tons Of GPUs, So Maybe You Can Finally Get One","{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Crypto Miners Are Dumping Tons Of GPUs, So Maybe You Can Finally Get One'}",https://kotaku.com/gpu-nvidia-crypto-miners-geforce-rtx-3060-used-flood-ma-1849101183,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/gpu-nvidia-crypto-miners-geforce-rtx-3060-used-flood-ma-1849101183'}]",Sisi Jiang,[{'name': 'Sisi Jiang'}],"Thu, 23 Jun 2022 19:25:18 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=23, tm_hour=19, tm_min=25, tm_sec=18, tm_wday=3, tm_yday=174, tm_isdst=0)","[{'term': 'geforce', 'scheme': None, 'label': None}, {'term': 'graphics processing unit', 'scheme': None, 'label': None}, {'term': 'geforce 20 series', 'scheme': None, 'label': None}, {'term': 'computer architecture', 'scheme': None, 'label': None}, {'term': 'technology internet', 'scheme': None, 'label': None}, {'term': 'linus sebastian', 'scheme': None, 'label': None}, {'term': 'cryptocurrency', 'scheme': None, 'label': None}, {'term': 'technology', 'scheme': None, 'label': None}, {'term': 'hardware acceleration', 'scheme': None, 'label': None}, {'term': 'graphics cards', 'scheme': None, 'label': None}, {'term': 'nvidia', 'scheme': None, 'label': None}, {'term': 'computing', 'scheme': None, 'label': None}, {'term': 'gpgpu', 'scheme': None, 'label': None}, {'term': 'graphics hardware', 'scheme': None, 'label': None}]",1849101183,False,"the crypto market is continuing to fall, which has led a ton of miners to exit the market or to downscale their operations, thus finding themselves in possession of valuable computer components that they now no longer need. some such miners, many from china and south asia (where electricity is cheaper), are now taking…read more...",kotaku,,"Crypto Miners Are Dumping Tons Of GPUs, So Maybe You Can Finally Get One the crypto market is continuing to fall, which has led a ton of miners to exit the market or to downscale their operations, thus finding themselves in possession of valuable computer components that they now no longer need. some such miners, many from china and south asia (where electricity is cheaper), are now taking…read more...","['valuable computer components', 'electricity', 'china', 'miners', 'gpus', 'possession', 'south asia', 'the crypto market', 'the market', 'some such miners', 'their operations', 'tons', 'crypto miners', 'a ton']",2022-06-23 19:25:18
126,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,11.0,,,,Your Summer 2022 Anime Guide,"{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Your Summer 2022 Anime Guide'}",https://kotaku.com/anime-summer-season-netflix-crunchyroll-funimation-1849099905,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/anime-summer-season-netflix-crunchyroll-funimation-1849099905'}]",Isaiah Colbert,[{'name': 'Isaiah Colbert'}],"Thu, 23 Jun 2022 17:20:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=23, tm_hour=17, tm_min=20, tm_sec=0, tm_wday=3, tm_yday=174, tm_isdst=0)","[{'term': 'anime', 'scheme': None, 'label': None}, {'term': 'animation', 'scheme': None, 'label': None}, {'term': 'satelight genre', 'scheme': None, 'label': None}, {'term': 'anime industry', 'scheme': None, 'label': None}, {'term': 'entertainment culture', 'scheme': None, 'label': None}, {'term': 'musashi', 'scheme': None, 'label': None}, {'term': 'the ghost', 'scheme': None, 'label': None}, {'term': 'mystery', 'scheme': None, 'label': None}, {'term': 'crunchyroll', 'scheme': None, 'label': None}, {'term': 'grimm', 'scheme': None, 'label': None}, {'term': 'sentence', 'scheme': None, 'label': None}, {'term': 'david production', 'scheme': None, 'label': None}, {'term': 'yuuri', 'scheme': None, 'label': None}, {'term': 'weiss schnee', 'scheme': None, 'label': None}, {'term': 'funimation', 'scheme': None, 'label': None}, {'term': 'netflix', 'scheme': None, 'label': None}, {'term': 'ai yazawa', 'scheme': None, 'label': None}, {'term': 'toonami', 'scheme': None, 'label': None}, {'term': 'berry', 'scheme': None, 'label': None}, {'term': 'aniplex', 'scheme': None, 'label': None}, {'term': 'scott pilgrim', 'scheme': None, 'label': None}, {'term': 'kakashi', 'scheme': None, 'label': None}, {'term': 'lilith', 'scheme': None, 'label': None}, {'term': 'world cup', 'scheme': None, 'label': None}, {'term': 'shonen manga', 'scheme': None, 'label': None}]",1849099905,False,"if you happen to be suffering from a general air of malaise following the spring time season and are looking to fill your summer with something fresh from the anime scene, well tough. kidding! summer is right around the corner and with it are a bunch of new anime to watch. read more...",kotaku,,"Your Summer 2022 Anime Guide if you happen to be suffering from a general air of malaise following the spring time season and are looking to fill your summer with something fresh from the anime scene, well tough. kidding! summer is right around the corner and with it are a bunch of new anime to watch. read more...","['a bunch', 'your summer', 'new anime', 'the anime scene', 'your summer 2022 anime guide', 'something', 'a general air', 'malaise', 'the spring time season', 'summer', 'the corner']",2022-06-23 17:20:00
127,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,12.0,,,,Destiny 2 YouTube Takedown Revenge Plot Leads To $7.6 Million Bungie Lawsuit,"{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Destiny 2 YouTube Takedown Revenge Plot Leads To $7.6 Million Bungie Lawsuit'}",https://kotaku.com/destiny-2-witch-queen-bungie-dmca-youtube-lawsuit-copyr-1849100023,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/destiny-2-witch-queen-bungie-dmca-youtube-lawsuit-copyr-1849100023'}]",Ethan Gach,[{'name': 'Ethan Gach'}],"Thu, 23 Jun 2022 17:00:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=23, tm_hour=17, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=174, tm_isdst=0)","[{'term': 'youtube', 'scheme': None, 'label': None}, {'term': 'destiny', 'scheme': None, 'label': None}, {'term': 'bungie', 'scheme': None, 'label': None}, {'term': 'nazo', 'scheme': None, 'label': None}, {'term': 'entertainment culture', 'scheme': None, 'label': None}, {'term': 'owen spence', 'scheme': None, 'label': None}, {'term': 'role playing video games', 'scheme': None, 'label': None}, {'term': 'google', 'scheme': None, 'label': None}, {'term': 'nanotechnology in fiction', 'scheme': None, 'label': None}, {'term': 'video gaming', 'scheme': None, 'label': None}, {'term': 'promethean', 'scheme': None, 'label': None}, {'term': 'notice and take down', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}, {'term': 'promethan', 'scheme': None, 'label': None}, {'term': 'nick minor', 'scheme': None, 'label': None}, {'term': 'creative works', 'scheme': None, 'label': None}, {'term': 'multiplayer video games', 'scheme': None, 'label': None}, {'term': 'digital millennium copyright act', 'scheme': None, 'label': None}, {'term': 'twitch', 'scheme': None, 'label': None}, {'term': 'online copyright infringement liability limitation act', 'scheme': None, 'label': None}, {'term': 'first person shooters', 'scheme': None, 'label': None}]",1849100023,False,"a spree of rogue dmca takedown notices for destiny 2 content on youtube earlier this year has now ballooned into a $7.6 million lawsuit, as bungie goes after the alleged perpetrator in court. in addition, some destiny 2 content creators now say they feel “betrayed” after the person who was seemingly responsible denied…read more...",kotaku,,"Destiny 2 YouTube Takedown Revenge Plot Leads To $7.6 Million Bungie Lawsuit a spree of rogue dmca takedown notices for destiny 2 content on youtube earlier this year has now ballooned into a $7.6 million lawsuit, as bungie goes after the alleged perpetrator in court. in addition, some destiny 2 content creators now say they feel “betrayed” after the person who was seemingly responsible denied…read more...","['rogue dmca takedown', 'youtube', 'destiny 2 content', '$7.6 million bungie lawsuit', 'a spree', 'addition', 'some destiny 2 content creators', 'the person', 'court', 'bungie', 'destiny 2 youtube takedown revenge plot', 'a $7.6 million lawsuit', 'the alleged perpetrator']",2022-06-23 17:00:00
128,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,13.0,,,,Yuji Naka Confirms: Michael Jackson Composed Music For Sonic 3,"{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Yuji Naka Confirms: Michael Jackson Composed Music For Sonic 3'}",https://kotaku.com/sonic-origins-yuji-naka-michael-jackson-carnival-night-1849099570,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/sonic-origins-yuji-naka-michael-jackson-carnival-night-1849099570'}]",Jeremy Winslow,[{'name': 'Jeremy Winslow'}],"Thu, 23 Jun 2022 16:05:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=23, tm_hour=16, tm_min=5, tm_sec=0, tm_wday=3, tm_yday=174, tm_isdst=0)","[{'term': 'sonic', 'scheme': None, 'label': None}, {'term': 'yuji naka', 'scheme': None, 'label': None}, {'term': 'michael jackson', 'scheme': None, 'label': None}, {'term': 'video games developed in japan', 'scheme': None, 'label': None}, {'term': 'creative works', 'scheme': None, 'label': None}, {'term': 'windows games', 'scheme': None, 'label': None}, {'term': 'sonic origins', 'scheme': None, 'label': None}, {'term': 'sonic the hedgehog', 'scheme': None, 'label': None}, {'term': 'sonic knuckles', 'scheme': None, 'label': None}, {'term': 'brad buxer', 'scheme': None, 'label': None}, {'term': 'platform games', 'scheme': None, 'label': None}, {'term': 'ice cap', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}, {'term': 'side scrolling video games', 'scheme': None, 'label': None}, {'term': 'entertainment culture', 'scheme': None, 'label': None}, {'term': 'single player video games', 'scheme': None, 'label': None}, {'term': 'sega', 'scheme': None, 'label': None}]",1849099570,False,"what a way to break some news, huh? on twitter, sonic the hedgehog creator yuji naka said the quiet part out loud: michael jackson definitely, totally composed some music for the 1994 sega genesis game, sonic the hedgehog 3. unfortunately, naka followed up the confirmation that this long-running myth is a bonafide…read more...",kotaku,1794960.0,"Yuji Naka Confirms: Michael Jackson Composed Music For Sonic 3 what a way to break some news, huh? on twitter, sonic the hedgehog creator yuji naka said the quiet part out loud: michael jackson definitely, totally composed some music for the 1994 sega genesis game, sonic the hedgehog 3. unfortunately, naka followed up the confirmation that this long-running myth is a bonafide…read more...","['michael jackson', 'some news', 'music', 'twitter', 'the quiet part', 'sonic', 'some music', 'this long-running myth', 'a bonafide', 'yuji', 'the 1994 sega genesis game', 'the confirmation', 'naka', 'the hedgehog creator']",2022-06-23 16:05:00
129,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,14.0,,,,"Vampire Survivors’ New Character Is, Uh…A Tree That Doesn’t Move At All","{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Vampire Survivors’ New Character Is, Uh…A Tree That Doesn’t Move At All'}",https://kotaku.com/vampire-survivors-playable-tree-secret-peppino-beta-upd-1849096695,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/vampire-survivors-playable-tree-secret-peppino-beta-upd-1849096695'}]",Zack Zwiezen,[{'name': 'Zack Zwiezen'}],"Thu, 23 Jun 2022 13:30:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=23, tm_hour=13, tm_min=30, tm_sec=0, tm_wday=3, tm_yday=174, tm_isdst=0)","[{'term': 'vampire survivors', 'scheme': None, 'label': None}, {'term': 'creative works', 'scheme': None, 'label': None}, {'term': 'software', 'scheme': None, 'label': None}, {'term': 'windows games', 'scheme': None, 'label': None}, {'term': 'single player video games', 'scheme': None, 'label': None}, {'term': 'castlevania', 'scheme': None, 'label': None}, {'term': 'horror video games', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}, {'term': 'hp', 'scheme': None, 'label': None}]",1849096695,False,"i’ve not played a lot of vampire survivors, but i know that moving around, dodging enemies, and running about are key parts of the game. so it’s a bit odd that the surprise hit’s newest secret character, just added in its latest beta update, is a fruit tree that doesn’t move. but don’t be fooled: this tree is…read more...",kotaku,1794680.0,"Vampire Survivors’ New Character Is, Uh…A Tree That Doesn’t Move At All i’ve not played a lot of vampire survivors, but i know that moving around, dodging enemies, and running about are key parts of the game. so it’s a bit odd that the surprise hit’s newest secret character, just added in its latest beta update, is a fruit tree that doesn’t move. but don’t be fooled: this tree is…read more...","['this tree', 'a tree', 'its latest beta update', 'enemies', 'the game', 'a lot', 'vampire survivors’ new character', 'the surprise', 'vampire survivors', 'a fruit tree', 'key parts', '’s newest secret character']",2022-06-23 13:30:00
130,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,15.0,,,,‘Near-Impossible’ No Man’s Sky Switch Port Coming October 7,"{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': '‘Near-Impossible’ No Man’s Sky Switch Port Coming October 7'}",https://kotaku.com/no-man-s-sky-nintendo-switch-hello-games-sean-murray-ps-1849096661,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/no-man-s-sky-nintendo-switch-hello-games-sean-murray-ps-1849096661'}]",Ian Walker,[{'name': 'Ian Walker'}],"Thu, 23 Jun 2022 13:00:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=23, tm_hour=13, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=174, tm_isdst=0)","[{'term': 'procedural generation', 'scheme': None, 'label': None}, {'term': 'sean murray', 'scheme': None, 'label': None}, {'term': 'windows games', 'scheme': None, 'label': None}, {'term': 'hello games', 'scheme': None, 'label': None}, {'term': 'sky uk', 'scheme': None, 'label': None}, {'term': 'no mans sky', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}]",1849096661,False,"hello games is bringing massive spacefaring sim no man’s sky and most of its updates from the past six years to switch on october 7, the company announced this morning. a physical edition of the complete, remastered playstation 5 version is also planned for the same day.read more...",kotaku,,"‘Near-Impossible’ No Man’s Sky Switch Port Coming October 7 hello games is bringing massive spacefaring sim no man’s sky and most of its updates from the past six years to switch on october 7, the company announced this morning. a physical edition of the complete, remastered playstation 5 version is also planned for the same day.read more...","['the past six years', 'its updates', 'massive spacefaring sim', 'the complete, remastered playstation 5 version', 'a physical edition', '‘near-impossible’ no man’s sky switch port coming october 7 hello games', 'the same day.read', 'no man’s sky', 'the company', 'october']",2022-06-23 13:00:00
131,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,16.0,,,,Super Mario Odyssey Mod Adds 10-Player Multiplayer,"{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Super Mario Odyssey Mod Adds 10-Player Multiplayer'}",https://kotaku.com/super-mario-odyssey-mod-switch-10-player-co-op-nintendo-1849083672,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/super-mario-odyssey-mod-switch-10-player-co-op-nintendo-1849083672'}]",Luke Plunkett,[{'name': 'Luke Plunkett'}],"Thu, 23 Jun 2022 02:50:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=23, tm_hour=2, tm_min=50, tm_sec=0, tm_wday=3, tm_yday=174, tm_isdst=0)","[{'term': 'super mario odyssey', 'scheme': None, 'label': None}, {'term': 'mario', 'scheme': None, 'label': None}, {'term': 'video games developed in japan', 'scheme': None, 'label': None}, {'term': 'nintendo', 'scheme': None, 'label': None}, {'term': 'marios', 'scheme': None, 'label': None}, {'term': 'video gaming', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}, {'term': 'video game consoles', 'scheme': None, 'label': None}, {'term': 'nintendo switch', 'scheme': None, 'label': None}]",1849083672,False,"super mario odyssey on the nintendo switch? it’s a 1.5-player joint (it’s not true co-op, nobody wants to be the hat). this modded version of super mario odyssey? well, it’s a 10-player game, which makes it looks more like the super mario multiverse.read more...",kotaku,,"Super Mario Odyssey Mod Adds 10-Player Multiplayer super mario odyssey on the nintendo switch? it’s a 1.5-player joint (it’s not true co-op, nobody wants to be the hat). this modded version of super mario odyssey? well, it’s a 10-player game, which makes it looks more like the super mario multiverse.read more...","['a 10-player game', 'op', 'the hat', 'this modded version', '-', 'nobody', 'the super mario', 'the nintendo switch', 'mario odyssey mod', 'odyssey', 'co', 'super mario', 'a 1.5-player joint']",2022-06-23 02:50:00
132,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,17.0,,,,Yakuza Fan Is Fixing The PS2 Original's Mistakes,"{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': ""Yakuza Fan Is Fixing The PS2 Original's Mistakes""}",https://kotaku.com/yakuza-sega-ps2-subtitles-mod-project-localization-orig-1849096632,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/yakuza-sega-ps2-subtitles-mod-project-localization-orig-1849096632'}]",Luke Plunkett,[{'name': 'Luke Plunkett'}],"Thu, 23 Jun 2022 00:00:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=23, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=174, tm_isdst=0)","[{'term': 'yakuza', 'scheme': None, 'label': None}, {'term': 'ps2', 'scheme': None, 'label': None}, {'term': 'video games developed in japan', 'scheme': None, 'label': None}, {'term': 'single player video games', 'scheme': None, 'label': None}, {'term': 'playstation 2', 'scheme': None, 'label': None}, {'term': 'video game sequels', 'scheme': None, 'label': None}, {'term': 'action adventure games', 'scheme': None, 'label': None}, {'term': 'sega', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}, {'term': 'michael madsen', 'scheme': None, 'label': None}, {'term': 'creative works', 'scheme': None, 'label': None}, {'term': 'like a dragon', 'scheme': None, 'label': None}, {'term': 'mark hamill', 'scheme': None, 'label': None}, {'term': 'eliza dushku', 'scheme': None, 'label': None}]",1849096632,False,"it’s easy to forget in 2022, now that it feels like we get a new or remastered yakuza game every six months, that for a very long time the series was mia from western shores. in large part this was down to the disastrous decisions made by sega for the original game’s release back in 2006.read more...",kotaku,,"Yakuza Fan Is Fixing The PS2 Original's Mistakes it’s easy to forget in 2022, now that it feels like we get a new or remastered yakuza game every six months, that for a very long time the series was mia from western shores. in large part this was down to the disastrous decisions made by sega for the original game’s release back in 2006.read more...","['yakuza fan', 'a very long time', 'the original game’s release', 'western shores', 'a new or remastered yakuza game', ""the ps2 original's mistakes"", 'the disastrous decisions', 'large part', 'sega', 'the series']",2022-06-23 00:00:00
133,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,18.0,,,,Here’s How To Cheat Your Way Around KOTOR II’s Game-Breaking Crash On Switch,"{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Here’s How To Cheat Your Way Around KOTOR II’s Game-Breaking Crash On Switch'}",https://kotaku.com/kotor-2-switch-bug-fix-star-wars-crash-onderon-cheat-sw-1849095888,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/kotor-2-switch-bug-fix-star-wars-crash-onderon-cheat-sw-1849095888'}]",Sisi Jiang,[{'name': 'Sisi Jiang'}],"Wed, 22 Jun 2022 21:30:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=22, tm_hour=21, tm_min=30, tm_sec=0, tm_wday=2, tm_yday=173, tm_isdst=0)","[{'term': 'star wars knights of the old republic ii the sith lords', 'scheme': None, 'label': None}, {'term': 'software', 'scheme': None, 'label': None}, {'term': 'windows games', 'scheme': None, 'label': None}, {'term': 'role playing video games', 'scheme': None, 'label': None}, {'term': 'aspyr', 'scheme': None, 'label': None}, {'term': 'video game sequels', 'scheme': None, 'label': None}, {'term': 'kotaku', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}, {'term': 'jedi', 'scheme': None, 'label': None}, {'term': 'single player video games', 'scheme': None, 'label': None}, {'term': 'nintendo', 'scheme': None, 'label': None}, {'term': 'onderon', 'scheme': None, 'label': None}, {'term': 'wii system software', 'scheme': None, 'label': None}, {'term': 'star wars knights of the old republic', 'scheme': None, 'label': None}, {'term': 'cheating in video games', 'scheme': None, 'label': None}]",1849095888,False,"this week aspyr, the studio behind the nintendo switch port of knights of the old republic ii: the sith lords, acknowledged the existence of a bug that caused the game to crash during the main quest, preventing at least some players from completing the game. read more...",kotaku,,"Here’s How To Cheat Your Way Around KOTOR II’s Game-Breaking Crash On Switch this week aspyr, the studio behind the nintendo switch port of knights of the old republic ii: the sith lords, acknowledged the existence of a bug that caused the game to crash during the main quest, preventing at least some players from completing the game. read more...","['the main quest', 'kotor ii’s game-breaking crash', 'your way', 'at least some players', 'the old republic ii', 'a bug', 'the game', 'the existence', 'the nintendo switch port', 'switch', 'the studio', 'the sith lords', 'knights']",2022-06-22 21:30:00
134,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,19.0,,,,"Sony’s Skipping Gamescom 2022, So Forget About Any God Of War Ragnarök News","{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Sony’s Skipping Gamescom 2022, So Forget About Any God Of War Ragnarök News'}",https://kotaku.com/sony-gamescom-2022-onl-opening-night-playstation-god-of-1849095480,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/sony-gamescom-2022-onl-opening-night-playstation-god-of-1849095480'}]",Zack Zwiezen,[{'name': 'Zack Zwiezen'}],"Wed, 22 Jun 2022 20:45:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=22, tm_hour=20, tm_min=45, tm_sec=0, tm_wday=2, tm_yday=173, tm_isdst=0)","[{'term': 'gamescom', 'scheme': None, 'label': None}, {'term': 'god of war', 'scheme': None, 'label': None}, {'term': 'sony', 'scheme': None, 'label': None}, {'term': 'take two interactive', 'scheme': None, 'label': None}, {'term': 'video gaming in germany', 'scheme': None, 'label': None}, {'term': 'activision blizzard', 'scheme': None, 'label': None}, {'term': 'geoff keighley', 'scheme': None, 'label': None}, {'term': 'entertainment', 'scheme': None, 'label': None}, {'term': 'video game industry', 'scheme': None, 'label': None}, {'term': 'articles', 'scheme': None, 'label': None}, {'term': 'e3', 'scheme': None, 'label': None}, {'term': 'nintendo', 'scheme': None, 'label': None}, {'term': 'microsoft', 'scheme': None, 'label': None}, {'term': 'video gaming', 'scheme': None, 'label': None}]",1849095480,False,"one of the largest video game brands in the world, playstation, has confirmed that it will not be a part of the annual gamescom 2022 trade show, nor will it have any big news or announcements to share during the opening night live event hosted by video game pope, geoff keighley. it joins other companies skipping the…read more...",kotaku,1593500.0,"Sony’s Skipping Gamescom 2022, So Forget About Any God Of War Ragnarök News one of the largest video game brands in the world, playstation, has confirmed that it will not be a part of the annual gamescom 2022 trade show, nor will it have any big news or announcements to share during the opening night live event hosted by video game pope, geoff keighley. it joins other companies skipping the…read more...","['the world', 'a part', 'any god', 'sony', 'playstation', 'war ragnarök news', 'any big news', 'geoff keighley', 'live event', 'the opening night', 'other companies', 'the annual gamescom 2022 trade show', 'the largest video game brands', 'announcements', 'video game pope', 'skipping gamescom']",2022-06-22 20:45:00
135,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,20.0,,,,Vilifying Amber Heard Shows We Learned Nothing From GamerGate,"{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Vilifying Amber Heard Shows We Learned Nothing From GamerGate'}",https://kotaku.com/amber-heard-johnny-depp-trial-gamergate-me-too-twitch-1849095122,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/amber-heard-johnny-depp-trial-gamergate-me-too-twitch-1849095122'}]",Ashley Bardhan,[{'name': 'Ashley Bardhan'}],"Wed, 22 Jun 2022 20:05:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=22, tm_hour=20, tm_min=5, tm_sec=0, tm_wday=2, tm_yday=173, tm_isdst=0)","[{'term': 'amber heard', 'scheme': None, 'label': None}, {'term': 'gamergate', 'scheme': None, 'label': None}, {'term': 'heard', 'scheme': None, 'label': None}, {'term': 'paul bettany', 'scheme': None, 'label': None}, {'term': 'metoo movement', 'scheme': None, 'label': None}, {'term': 'mariska hargitay', 'scheme': None, 'label': None}, {'term': 'hunter s thompson', 'scheme': None, 'label': None}, {'term': 'american people of german descent', 'scheme': None, 'label': None}, {'term': 'american television series', 'scheme': None, 'label': None}, {'term': 'twitch', 'scheme': None, 'label': None}, {'term': 'peaches', 'scheme': None, 'label': None}, {'term': 'mason', 'scheme': None, 'label': None}, {'term': 'britney spears', 'scheme': None, 'label': None}, {'term': 'spokespersons', 'scheme': None, 'label': None}, {'term': 'sexual harassment', 'scheme': None, 'label': None}, {'term': 'lara crofts', 'scheme': None, 'label': None}, {'term': 'jane eyre', 'scheme': None, 'label': None}, {'term': 's thompson', 'scheme': None, 'label': None}, {'term': 'tiktok', 'scheme': None, 'label': None}, {'term': 'television series', 'scheme': None, 'label': None}, {'term': 'harvey weinstein', 'scheme': None, 'label': None}, {'term': 'hashtags', 'scheme': None, 'label': None}, {'term': 'johnny depp', 'scheme': None, 'label': None}, {'term': 'actors', 'scheme': None, 'label': None}]",1849095122,False,"“she’s not a perfect victim,” mariska hargitay says in law and order: svu. recent headlines say the same about amber heard. heard said as much about herself. “but,” hargitay says, “she is not making this up.” read more...",kotaku,,"Vilifying Amber Heard Shows We Learned Nothing From GamerGate “she’s not a perfect victim,” mariska hargitay says in law and order: svu. recent headlines say the same about amber heard. heard said as much about herself. “but,” hargitay says, “she is not making this up.” read more...","['order', 'amber', 'recent headlines', 'heard', '” hargitay', 'a perfect victim', 'mariska hargitay', 'vilifying amber', 'nothing', 'law', 'shows']",2022-06-22 20:05:00
